iter	RMSE
353	0.3069843153
354	0.3068149915
355	0.3066710951
356	0.3064933492
357	0.30637034
358	0.3062241245
359	0.3060426495
360	0.3058549424
361	0.3057476551
362	0.3055453903
363	0.305370007
364	0.3052636333
365	0.3051484089
366	0.3050424898
367	0.3049528235
368	0.3047566445
369	0.3045136097
370	0.3042519101
371	0.3041596463
372	0.3040147244
373	0.3039915957
374	0.3038786851
375	0.3037420181
376	0.3034243925
377	0.3031739965
378	0.3030179574
379	0.302975858
380	0.3029289911
381	0.3027057237
382	0.3024888569
383	0.3022318344
384	0.3020768359
385	0.301958484
386	0.3018743416
387	0.3017105396
388	0.3015866244
389	0.3014690877
390	0.3013120041
391	0.3011204649
392	0.3010497115
393	0.3009085973
394	0.3007271352
395	0.3005970936
396	0.3004363989
397	0.3002930099
398	0.3001527489
399	0.2999710157
400	0.2998488049
401	0.2996098096
402	0.2994875988
403	0.2993327756
404	0.2991815571
405	0.2991024255
406	0.2989766305
407	0.298816413
408	0.2985874574
409	0.2984905191
410	0.2983550601
411	0.2982224981
412	0.2981912289
413	0.29811123
414	0.2979037153
415	0.2976478422
416	0.2975221546
417	0.2973604391
418	0.2971478491
419	0.2969825533
420	0.2968270886
421	0.2966606609
422	0.2965826136
423	0.2964723295
424	0.2964658152
425	0.2962436422
426	0.2961744297
427	0.2959705079
428	0.2958442901
429	0.2957822051
430	0.2956257763
431	0.2954401257
432	0.2952447453
433	0.2951539646
434	0.2950736026
435	0.2948326001
436	0.2946755196
437	0.2944609947
438	0.2943417552
439	0.2940983507
440	0.2939174025
441	0.2937531406
442	0.2935812981
443	0.2934867792
444	0.2932918079
445	0.2931742587
446	0.2930125832
447	0.2926585402
448	0.2925590301
449	0.2924155978
450	0.2923450923
451	0.292237125
452	0.2920948074
453	0.2918508483
454	0.2917090887
455	0.2916306968
456	0.2915440153
457	0.291465987
458	0.2913102981
459	0.291211291
460	0.2910968596
461	0.2909593022
462	0.2909145389
463	0.2907673225
464	0.2905929615
465	0.2904154366
466	0.2902585677
467	0.2901832408
468	0.2900518194
469	0.28976221
470	0.2895789518
471	0.2894193985
472	0.2892890591
473	0.2891068864
474	0.2888872989
475	0.2886814199
476	0.2885160462
477	0.2884209831
478	0.2882606024
479	0.2881278945
480	0.2880014154
481	0.2879201642
482	0.2878404568
483	0.2876204361
484	0.2874654506
485	0.2873500886
486	0.2872213275
487	0.2869861838
488	0.2868493269
489	0.2867966512
490	0.2865602925
491	0.2864989833
492	0.2863362125
493	0.286198112
494	0.2861411807
495	0.2859617876
496	0.2857463122
497	0.285613259
498	0.2853723248
499	0.2852674136
500	0.2850702303
501	0.2849792688
502	0.2848025561
503	0.284585946
504	0.2844302342
505	0.2843519623
506	0.2842418114
507	0.2842326484
508	0.2840913931
509	0.2840068858
510	0.2838022525
511	0.2836193454
512	0.2835028519
513	0.28343898
514	0.2832869334
515	0.2832692257
516	0.2831695192
517	0.2830450718
518	0.2829435866
519	0.2828470624
520	0.2827229225
521	0.2825831818
522	0.2825505445
523	0.2823982192
524	0.2822961057
525	0.2821899754
526	0.2819839236
527	0.2818484006
528	0.2817462251
529	0.2815695872
530	0.2814592978
531	0.2813771892
532	0.2812746099
533	0.2811969747
534	0.2810769887
535	0.2808744067
536	0.2807144935
537	0.2805319788
538	0.2804371304
539	0.2803916202
540	0.2802737314
541	0.2802618205
542	0.2801423851
543	0.2800043233
544	0.2799928243
545	0.279969358
546	0.279905259
547	0.2797540047
548	0.2796298375
549	0.2795498884
550	0.2794571868
551	0.2793289231
552	0.2792563415
553	0.2791690588
554	0.2790805035
555	0.2789996291
556	0.278801339
557	0.2787128167
558	0.2786159862
559	0.2784632789
560	0.2783322903
561	0.2782561716
562	0.2781868396
563	0.2780432642
564	0.2778488251
565	0.2777762809
566	0.2776936696
567	0.277628259
568	0.2775386111
569	0.2773571004
570	0.2772739096
571	0.2771777839
572	0.2770257986
573	0.2769512147
574	0.2768407079
575	0.2767226805
576	0.2766178814
577	0.2764657805
578	0.276387441
579	0.2762890841
580	0.2761817838
581	0.2759719937
582	0.275716974
583	0.2756690435
584	0.2756565133
585	0.2755472086
586	0.2755311683
587	0.2754029508
588	0.2752749757
589	0.2752522194
590	0.2751733545
591	0.2750468889
592	0.2749748708
593	0.2748676875
594	0.2747943566
595	0.2747846184
596	0.2746025183
597	0.2744395397
598	0.2743711418
599	0.2743146961
600	0.2742344909
601	0.2741087169
602	0.2740271582
603	0.2738905624
604	0.2737427842
605	0.2736632942
606	0.2735708589
607	0.2735361947
608	0.2734189129
609	0.273330662
610	0.2731298118
611	0.2729963959
612	0.272901498
613	0.2728000615
614	0.27273746
615	0.2726540893
616	0.2725554824
617	0.2724938564
618	0.2722405402
619	0.2721651324
620	0.2720808406
621	0.2719933797
622	0.2718905779
623	0.2717645023
624	0.271716225
625	0.2716450389
626	0.2714351769
627	0.2713578837
628	0.2712400007
629	0.2710973462
630	0.2710152405
631	0.2709069213
632	0.2707772782
633	0.2707074635
634	0.2705052814
635	0.2704443896
636	0.270344932
637	0.2702369875
638	0.2701466911
639	0.2700306297
640	0.2699312294
641	0.2698078497
642	0.2697964329
643	0.2697346977
644	0.2695986025
645	0.2695126373
646	0.2694411632
647	0.2692597288
648	0.2692532341
649	0.2691461911
650	0.2690579077
651	0.2689819201
652	0.2688033524
653	0.2686836139
654	0.2686357615
655	0.2685593367
656	0.2685494106
657	0.2685158046
658	0.2683613447
659	0.2682687897
660	0.2681673254
661	0.2680336427
662	0.2680145417
663	0.2678798759
664	0.2677916243
665	0.267699915
666	0.2676296498
667	0.2674228444
668	0.2673665064
669	0.2673390837
670	0.2673215579
671	0.2672995145
672	0.2672192847
673	0.2671509815
674	0.2670126265
675	0.2669298658
676	0.2668296348
677	0.266730922
678	0.2665725109
679	0.2663930948
680	0.2662975619
681	0.266113521
682	0.2660109488
683	0.2659044588
684	0.2657739403
685	0.2656648638
686	0.2656167602
687	0.2655447991
688	0.2654445656
689	0.2653573808
690	0.265193382
691	0.2650962282
692	0.2649737484
693	0.264902028
694	0.2648965977
695	0.2648156134
696	0.2647864288
697	0.2647122383
698	0.2647070637
699	0.2645439818
700	0.264534734
701	0.2643425836
702	0.2642621123
703	0.2642074233
704	0.2640606849
705	0.2638741569
706	0.2637894795
707	0.263635673
708	0.2635706012
709	0.2634872062
710	0.2633582167
711	0.2632649345
712	0.26319608
713	0.2630672001
714	0.2629913394
715	0.2629303458
716	0.2628479795
717	0.2627350652
718	0.2626786327
719	0.2626149435
720	0.2624862806
721	0.2624467327
722	0.2623154497
723	0.2622977728
724	0.2621423179
725	0.2620528673
726	0.2619826736
727	0.2619216903
728	0.2618119527
729	0.2616854551
730	0.2616203759
731	0.2615032316
732	0.2614361825
733	0.2613115618
734	0.2612398124
735	0.2611391852
736	0.2607680706
737	0.2606862284
738	0.2605861405
739	0.2604767446
740	0.2603329325
741	0.26023431
742	0.2601203667
743	0.259973882
744	0.2598383256
745	0.2597592399
746	0.2596578806
747	0.2594633295
748	0.259332993
749	0.2591251165
750	0.2590305445
751	0.2589198313
752	0.2587984275
753	0.258750009
754	0.2586739952
755	0.2586689946
756	0.2585474759
757	0.258463609
758	0.2583865477
759	0.2583744664
760	0.2582980851
761	0.2581807432
762	0.2581320943
763	0.2580137086
764	0.2578326728
765	0.2577949195
766	0.2576396197
767	0.2575502495
768	0.2575129965
769	0.2574542055
770	0.2573309885
771	0.2572190457
772	0.2571535446
773	0.25688787
774	0.2568274501
775	0.2567121677
776	0.2566509743
777	0.256641053
778	0.2565000948
779	0.256420817
780	0.2563218927
781	0.25623917
782	0.2560336587
783	0.2559115406
784	0.2557592863
785	0.2556501629
786	0.2555319841
787	0.2554433739
788	0.2553528596
789	0.2552257595
790	0.2551436099
791	0.2550142469
792	0.2549894137
793	0.2548326912
794	0.2548216962
795	0.2547249329
796	0.2545649741
797	0.2544323682
798	0.2542514609
799	0.254097437
800	0.254015533
801	0.2539270316
802	0.2538465635
803	0.2537112459
804	0.2537027016
805	0.2536286328
806	0.2535481811
807	0.2535361766
808	0.2534332409
809	0.2533285694
810	0.2532549444
811	0.2531013183
812	0.253004663
813	0.2529123458
814	0.2527953054
815	0.2527274645
816	0.2526372476
817	0.2525526627
818	0.2524494736
819	0.2523639617
820	0.2522078229
821	0.2520632797
822	0.2519983293
823	0.251936782
824	0.2518373176
825	0.2517539216
826	0.2516478047
827	0.2515620466
828	0.2514605094
829	0.2513619758
830	0.2512901301
831	0.2512355135
832	0.2511489116
833	0.2510662047
834	0.2509909864
835	0.2508965943
836	0.250686106
837	0.2506043155
838	0.2505419836
839	0.250470828
840	0.2503902799
841	0.2503813326
842	0.2503216594
843	0.2502776502
844	0.250228498
845	0.2500794022
846	0.2500027585
847	0.2498740089
848	0.2497831302
849	0.2497114832
850	0.249683818
851	0.2495143415
852	0.2493716047
853	0.2493004888
854	0.249246411
855	0.2491444439
856	0.2490752685
857	0.2490145034
858	0.2489296204
859	0.2488916249
860	0.2488247627
861	0.2487572571
862	0.2486866255
863	0.2486382732
864	0.2485253403
865	0.2484502582
866	0.2484072391
867	0.2483220804
868	0.2481823351
869	0.2481002693
870	0.2480048208
871	0.2479186982
872	0.2478755459
873	0.2477948032
874	0.2477330395
875	0.247664501
876	0.2476115723
877	0.2475379082
878	0.2474140381
879	0.2473183363
880	0.2472563963
881	0.2471481327
882	0.2469973745
883	0.2469788368
884	0.2469049363
885	0.2468136988
886	0.2467495007
887	0.2467381093
888	0.2466492665
889	0.2465864514
890	0.2465425494
891	0.2465291807
892	0.2464160436
893	0.2463510564
894	0.2462955853
895	0.2462162305
896	0.2461137089
897	0.2460447536
898	0.2460280437
899	0.2459455931
900	0.2458805817
901	0.2457609877
902	0.2456936402
903	0.245587134
904	0.2455509559
905	0.2455399436
906	0.2454735223
907	0.2453570111
908	0.2452656301
909	0.245130452
910	0.2450891151
911	0.244979777
912	0.2448188931
913	0.2446946312
914	0.2445806334
915	0.2445677495
916	0.2444471255
917	0.2444398423
918	0.2443584841
919	0.2443016341
920	0.2442750817
921	0.244239439
922	0.2442097197
923	0.2441736248
924	0.244110975
925	0.2440553701
926	0.2440500343
927	0.2439495705
928	0.2439442435
929	0.243925303
930	0.2438654107
931	0.2437902436
932	0.2436696868
933	0.2435234917
934	0.243453299
935	0.2433202866
936	0.2432343005
937	0.2431667351
938	0.2430996912
939	0.2429562875
940	0.2429196707
941	0.2428930739
942	0.2426650043
943	0.2425426615
944	0.2424764706
945	0.2424216939
946	0.2423439423
947	0.2422448147
948	0.2420473439
949	0.2420000026
950	0.2419275329
951	0.2417999237
952	0.2417742269
953	0.2416985948
954	0.2416413375
955	0.2415753303
956	0.2415237324
957	0.2414743675
958	0.241400418
959	0.2413415685
960	0.2412784502
961	0.2412268565
962	0.2411617397
963	0.2411001074
964	0.240967798
965	0.2408955646
966	0.2408313107
967	0.2408256413
968	0.2407476575
969	0.2406537249
970	0.2405937286
971	0.2405344862
972	0.2404366387
973	0.2403849383
974	0.2403413218
975	0.2402594599
976	0.2401551345
977	0.2400592896
978	0.2400266581
979	0.2399509552
980	0.2398705285
981	0.2397617278
982	0.2397363304
983	0.2396638055
984	0.2395359447
985	0.2394709012
986	0.2393838943
987	0.2392435264
988	0.2391628368
989	0.2390734486
990	0.2390383379
991	0.2389339734
992	0.2388591957
993	0.238761495
994	0.238672082
995	0.2385824829
996	0.2385238486
997	0.2383187285
998	0.2382052184
999	0.2381635805
