iter	RMSE
474	0.9583623524
475	0.9583264518
476	0.9582973779
477	0.9582656159
478	0.9582371368
479	0.9582145873
480	0.9581845281
481	0.9581598044
482	0.958124565
483	0.9581042057
484	0.9580749071
485	0.9580406603
486	0.9580114089
487	0.9579861037
488	0.9579524023
489	0.9579243392
490	0.9578932653
491	0.9578625792
492	0.9578316403
493	0.9578091903
494	0.9577942244
495	0.9577653332
496	0.9577378928
497	0.9577125659
498	0.9576799223
499	0.957654263
500	0.9576319155
501	0.9576039359
502	0.9575706707
503	0.9575389584
504	0.9575143971
505	0.9574773954
506	0.9574508409
507	0.9574260442
508	0.9573858324
509	0.9573571322
510	0.9573270254
511	0.9573131089
512	0.9572818247
513	0.9572429007
514	0.9572190527
515	0.9571933132
516	0.957163649
517	0.9571338328
518	0.9571017324
519	0.9570688356
520	0.9570394155
521	0.9570069706
522	0.9569758223
523	0.9569397077
524	0.956909092
525	0.9568812127
526	0.9568484523
527	0.9568227123
528	0.9567966802
529	0.9567749252
530	0.956737053
531	0.9566977831
532	0.9566684101
533	0.9566441672
534	0.9566203101
535	0.956600934
536	0.9565709566
537	0.9565426693
538	0.9565081963
539	0.956473164
540	0.9564425212
541	0.9564111102
542	0.9563864181
543	0.9563581254
544	0.956337642
545	0.9563096222
546	0.9562781171
547	0.9562544887
548	0.9562214492
549	0.9561939175
550	0.9561613098
551	0.9561329814
552	0.9561102356
553	0.9560837774
554	0.9560476217
555	0.9560140476
556	0.9559887189
557	0.9559631645
558	0.9559431099
559	0.9559160158
560	0.9558858253
561	0.9558600563
562	0.9558382227
563	0.9558022303
564	0.9557665972
565	0.9557313237
566	0.9557059489
567	0.9556770624
568	0.9556595094
569	0.9556346018
570	0.9556023635
571	0.9555875222
572	0.9555623043
573	0.9555380241
574	0.9555185437
575	0.9554911178
576	0.9554568089
577	0.9554282736
578	0.9554015055
579	0.9553690448
580	0.9553406616
581	0.9553130227
582	0.9552825959
583	0.9552646809
584	0.9552387519
585	0.9551990503
586	0.9551630734
587	0.9551352954
588	0.9551126729
589	0.9550858267
590	0.955054828
591	0.9550276996
592	0.9549973616
593	0.9549749599
594	0.9549488889
595	0.9549217527
596	0.95488528
597	0.9548542341
598	0.954827357
599	0.9548046719
600	0.954782305
601	0.9547514003
602	0.9547165963
603	0.9546797003
604	0.9546497909
605	0.9546131391
606	0.9545833759
607	0.9545553938
608	0.9545301955
609	0.9545037844
610	0.9544731275
611	0.9544399258
612	0.9544121213
613	0.9543762693
614	0.9543432353
615	0.9543156699
616	0.9542843221
617	0.9542498922
618	0.9542268235
619	0.954204874
620	0.9541773166
621	0.9541334576
622	0.9541086261
623	0.9540735743
624	0.9540446344
625	0.9540149356
626	0.9539859444
627	0.9539665714
628	0.9539412876
629	0.9539099527
630	0.9538800775
631	0.9538528962
632	0.9538159418
633	0.9537821291
634	0.9537484763
635	0.9537204831
636	0.953699357
637	0.9536718082
638	0.9536390881
639	0.9536109895
640	0.9535804019
641	0.9535559321
642	0.9535248239
643	0.9534964772
644	0.9534631816
645	0.9534331087
646	0.9533974883
647	0.9533652333
648	0.9533339412
649	0.9533018926
650	0.953274688
651	0.9532519248
652	0.9532139939
653	0.9531871674
654	0.9531624728
655	0.9531279431
656	0.9530942668
657	0.9530683054
658	0.9530408525
659	0.9530119138
660	0.9529874133
661	0.9529601139
662	0.9529317978
663	0.9529137443
664	0.9528821558
665	0.9528573182
666	0.9528246734
667	0.9527980219
668	0.9527755127
669	0.952747223
670	0.9527152424
671	0.9526901672
672	0.952653306
673	0.9526274974
674	0.9525998926
675	0.9525794962
676	0.9525578638
677	0.9525294035
678	0.9524971834
679	0.9524691758
680	0.952443971
681	0.9524198136
682	0.9523919815
683	0.9523681163
684	0.9523333842
685	0.9523120785
686	0.952279963
687	0.9522465432
688	0.9522190781
689	0.952190704
690	0.9521614015
691	0.9521295365
692	0.9520958887
693	0.9520718719
694	0.9520457968
695	0.952011749
696	0.9519862124
697	0.9519564395
698	0.9519265515
699	0.9519087018
700	0.9518913728
701	0.9518657008
702	0.9518380463
703	0.951816187
704	0.9517778175
705	0.9517422756
706	0.9517119884
707	0.9516852288
708	0.9516542583
709	0.9516383839
710	0.9516076957
711	0.9515653931
712	0.951540531
713	0.9515087716
714	0.9514758835
715	0.9514509767
716	0.9514284515
717	0.9513984227
718	0.9513743976
719	0.9513442897
720	0.9513167319
721	0.9512944465
722	0.9512757348
723	0.9512492257
724	0.9512123306
725	0.9511811493
726	0.951150834
727	0.9511218089
728	0.9510845599
729	0.9510559293
730	0.9510396468
731	0.9510085645
732	0.950983859
733	0.9509527413
734	0.9509266162
735	0.9508914455
736	0.9508678129
737	0.9508408199
738	0.9508106442
739	0.9507897766
740	0.9507618118
741	0.9507371489
742	0.9506959822
743	0.9506753219
744	0.9506494273
745	0.9506316002
746	0.9505980233
747	0.9505733178
748	0.9505363771
749	0.9505151636
750	0.9504926225
751	0.9504734702
752	0.950439746
753	0.9504173685
754	0.9504006482
755	0.9503698465
756	0.9503465191
757	0.9503272853
758	0.9503112214
759	0.9502718884
760	0.9502406615
761	0.9502108067
762	0.9501849953
763	0.9501615856
764	0.9501325207
765	0.9500993424
766	0.9500681876
767	0.9500407161
768	0.9500138536
769	0.9499901361
770	0.9499660996
771	0.9499372511
772	0.9499042116
773	0.9498739723
774	0.9498435664
775	0.9498137918
776	0.9497898989
777	0.9497634857
778	0.9497366962
779	0.9497213201
780	0.9496900158
781	0.9496550162
782	0.9496270633
783	0.9496073147
784	0.9495738889
785	0.9495375279
786	0.9495050898
787	0.9494729772
788	0.9494420873
789	0.9494196947
790	0.9493936404
791	0.9493683691
792	0.9493382139
793	0.9493198767
794	0.9492937639
795	0.9492623081
796	0.9492512107
797	0.9492153899
798	0.9491928669
799	0.949171536
800	0.9491407434
801	0.949111804
802	0.9490946032
803	0.9490707632
804	0.9490459556
805	0.9490230817
806	0.9489972419
807	0.9489677553
808	0.9489407112
809	0.9489168983
810	0.9488948009
811	0.9488726211
812	0.9488462518
813	0.9488240911
814	0.948795088
815	0.9487674876
816	0.9487578152
817	0.9487340773
818	0.9487027089
819	0.9486760337
820	0.9486514039
821	0.9486227863
822	0.9485982218
823	0.9485750188
824	0.9485523922
825	0.9485269375
826	0.9484975384
827	0.9484704779
828	0.9484470716
829	0.9484174096
830	0.9483907279
831	0.9483758159
832	0.9483549259
833	0.9483209425
834	0.9482960659
835	0.9482709848
836	0.9482356891
837	0.9482167984
838	0.9481935195
839	0.9481664414
840	0.9481384727
841	0.9481096134
842	0.9480889864
843	0.948068223
844	0.948039729
845	0.9480112098
846	0.9479877311
847	0.9479669833
848	0.9479436723
849	0.9479193787
850	0.9478930344
851	0.9478671361
852	0.9478375975
853	0.9478162295
854	0.9477957499
855	0.9477708752
856	0.9477460604
857	0.9477317133
858	0.9477053154
859	0.9476743625
860	0.947650271
861	0.9476304156
862	0.94761148
863	0.9475908477
864	0.9475604595
865	0.947535163
866	0.9475121485
867	0.9474881699
868	0.9474596673
869	0.947435909
870	0.9474102956
871	0.947379844
872	0.9473589483
873	0.9473317709
874	0.9473156481
875	0.947291953
876	0.9472621516
877	0.9472294681
878	0.9472141054
879	0.94718395
880	0.9471579791
881	0.9471265089
882	0.9471000845
883	0.9470875392
884	0.9470654776
885	0.9470358396
886	0.9470103747
887	0.9469798817
888	0.9469514852
889	0.9469319977
890	0.9469036135
891	0.9468777052
892	0.9468513815
893	0.9468259089
894	0.9468003186
895	0.946772718
896	0.9467471117
897	0.9467218314
898	0.9467050033
899	0.9466791168
900	0.9466610927
901	0.9466259873
902	0.9465910624
903	0.9465755504
904	0.9465529361
905	0.9465206672
906	0.9464950546
907	0.9464727307
908	0.9464391747
909	0.9464148412
910	0.9463822195
911	0.9463626488
912	0.9463348758
913	0.9463189353
914	0.9463046677
915	0.9462825344
916	0.9462629871
917	0.9462276531
918	0.9462049173
919	0.9461797524
920	0.946149586
921	0.946109446
922	0.9460818934
923	0.9460541244
924	0.9460296721
925	0.9459992821
926	0.9459685615
927	0.9459464308
928	0.9459292905
929	0.9459039093
930	0.9458821409
931	0.945867383
932	0.9458430915
933	0.9458116811
934	0.9457862088
935	0.9457580826
936	0.9457373614
937	0.9457038734
938	0.9456779122
939	0.945655006
940	0.9456416687
941	0.9456187096
942	0.9455954139
943	0.9455674951
944	0.9455419082
945	0.9455214896
946	0.945487001
947	0.9454599707
948	0.9454442562
949	0.9454160969
950	0.945378965
951	0.9453565337
952	0.9453324706
953	0.9453153483
954	0.9452922459
955	0.9452658015
956	0.945242028
957	0.945219713
958	0.9451978773
959	0.9451686025
960	0.9451476789
961	0.9451238042
962	0.9451030984
963	0.9450774987
964	0.9450506161
965	0.9450287285
966	0.9450090191
967	0.9449850366
968	0.944963514
969	0.944942585
970	0.9449207699
971	0.9448920275
972	0.9448648088
973	0.9448369858
974	0.9448153958
975	0.9447857474
976	0.9447669009
977	0.9447388952
978	0.944715982
979	0.9446942649
980	0.9446608436
981	0.9446449344
982	0.9446126502
983	0.9445783226
984	0.9445555246
985	0.9445256767
986	0.9444974063
987	0.9444669255
988	0.9444337087
989	0.9444084349
990	0.9443885916
991	0.9443672543
992	0.9443430679
993	0.9443147929
994	0.9442910658
995	0.9442680975
996	0.9442424601
997	0.9442204027
998	0.9441966787
999	0.9441703079
